id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
6499;Belém 1 Bedroom Historical Apartment;14455;Bruno;Lisboa;Belm;386.975;-919.768;Entire home/apt;40;3;27;26.01.2021;0.33;1;64
25659;Heart of Alfama Lisbon Center - Cœur de l'Alfama;107347;Ellie;Lisboa;Santa Maria Maior;3.871.241;-912.706;Entire home/apt;45;2;114;08.11.2019;Jan 31;1;303
29248;Apartamento Alfama com vista para o rio!;125768;Bárbara;Lisboa;Santa Maria Maior;3.871.082;-912.719;Entire home/apt;47;3;328;29.10.2019;Feb 78;1;143
29396;Alfama Hill - Boutique apartment;126415;Mónica;Lisboa;Santa Maria Maior;3.871.156;-912.987;Entire home/apt;54;2;272;26.11.2020;Feb 74;1;287
29720;TheHOUSE - Your luxury home;128075;Francisco;Lisboa;Estrela;3.871.108;-915.979;Entire home/apt;1114;2;55;11.03.2020;0.85;1;334
29915;Modern and Cool Apartment in Lisboa;128890;Sara;Lisboa;Avenidas Novas;3.874.571;-915.264;Entire home/apt;50;5;42;01.01.2018;0.39;1;0
33348;Happy Season;144484;Bruno;Lisboa;Lumiar;3.876.427;-915.301;Private room;40;1;2;22.07.2011;0.02;2;0
42519;Nice Apart.BAIRRO ALTO (ADAMASTOR) 6-1º;136230;David;Lisboa;Misericrdia;3.871.062;-9.149;Entire home/apt;50;1;114;30.12.2019;Jan 14;11;118
48025;Apartment for renting  in Lisbon;218778;José;Lisboa;Misericrdia;3.871.195;-914.463;Entire home/apt;65;5;18;23.01.2019;0.15;5;258
48058;Small House Downtown Cascais;218990;Pim;Cascais;Cascais e Estoril;386.965;-942.571;Entire home/apt;80;5;33;12.10.2019;0.44;1;277
48854;Comfortable 4BR in historical villa, near market;222551;Dagmar;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;388.038;-93.797;Entire home/apt;190;5;45;23.12.2020;0.76;1;63
49673;Cottage Countryside / Beaches Golf;225364;Mercês;Alenquer;Alenquer (Santo Estvo e Triana);3.905.965;-904.733;Entire home/apt;230;7;6;16.08.2016;0.17;1;335
50108;Duplex do Pipas;229376;Pipas;Lisboa;Estrela;3.870.388;-916.546;Entire home/apt;85;2;37;26.06.2016;0.33;2;260
52298;rooms free in lisbon;241711;Paulo;Lisboa;Misericrdia;3.871.247;-915.119;Entire home/apt;310;1;0;;;1;365
55116;Sonho Lisboa;259744;Miguel;Lisboa;Avenidas Novas;3.872.588;-915.697;Private room;85;2;4;07.04.2018;0.22;2;365
56906;Lisbon Balcony Penthouse 15th Floor;270457;Antonio;Lisboa;So Vicente;3.871.851;-912.439;Entire home/apt;50;2;143;17.02.2020;Jan 34;7;136
75171;Long Stays - river a step away. Sunlight everyday;184400;Justostay;Lisboa;Estrela;3.870.608;-916.181;Entire home/apt;80;2;25;19.05.2015;0.32;10;227
83615;Sleep 4 - Tram 28 - 302/AL;184400;Justostay;Lisboa;Estrela;3.871.284;-915.801;Entire home/apt;85;3;18;27.11.2012;0.17;10;365
83700;Studio Cascais- Panoramic sea view;456477;Claudio;Cascais;Cascais e Estoril;3.870.018;-943.272;Entire home/apt;50;3;153;28.01.2018;Jan 54;1;287
83933;Charming flat with terrace in Graça;335614;Sebastien;Lisboa;So Vicente;3.872.095;-912.818;Entire home/apt;80;2;212;24.09.2019;02. Mai;2;172
84599;LV Premier Baixa PR- Elevator, Balcony, AC, View;181902;Jose Luz;Lisboa;Santa Maria Maior;387.106;-913.689;Entire home/apt;97;1;70;02.01.2020;0.72;16;357
89015;GREAT LUXURY HOUSE IN THE CENTER;485573;Justo;Lisboa;Misericrdia;3.871.299;-915.004;Entire home/apt;95;3;28;22.09.2017;0.45;1;79
90931;NORONHA apartment - BAIRRO ALTO;184400;Justostay;Lisboa;Santo Antnio;3.871.749;-915.441;Entire home/apt;120;3;16;14.07.2016;0.15;10;364
93829;Studio near to S Jorge Castle;183877;Cristina;Lisboa;So Vicente;3.871.722;-913.019;Entire home/apt;51;1;60;09.06.2019;0.73;1;50
95212;BIG 3 BD CHARM&LIGHT PERFECT SPOT #green street;502806;Kathia;Lisboa;Misericrdia;3.870.901;-915.158;Entire home/apt;85;2;74;21.11.2019;0.72;1;171
97503;Lovely equipped flat in city centre;515924;Joel;Lisboa;Santo Antnio;3.872.129;-91.422;Private room;22;20;42;23.04.2014;0.43;5;134
103252;BALCONY · Vila Berta;538753;André & Cristina;Lisboa;So Vicente;3.871.825;-912.902;Entire home/apt;80;2;58;02.01.2020;0.96;4;174
107159;Noite a bordo  barco Yatch Astinor;554343;José;Lisboa;Estrela;3.870.065;-917.491;Private room;360;1;0;;;1;365
112497;Ocean View from The Sunny Flat;574017;Mateus;Cascais;Cascais e Estoril;3.869.922;-944.053;Entire home/apt;99;4;11;30.06.2011;0.51;1;0
117979;appartement neuf independant .;595941;Jean-Michel;Cascais;Alcabideche;3.871.773;-941.087;Private room;89;1;0;;;7;347
119120;Lapa 2Bdr with City and River Views;387186;Nuno;Lisboa;Estrela;3.870.927;-916.122;Entire home/apt;68;3;236;31.07.2020;Feb 53;6;16
122572;A confortable room in a nice place;614156;Isabel;Lisboa;So Domingos de Benfica;3.875.643;-9.177;Private room;62;1;0;;;1;83
125578;Lisbon Downtown, Historical center;624049;Sandra;Lisboa;Santa Maria Maior;3.871.341;-913.519;Entire home/apt;49;4;196;04.02.2020;Jan 75;1;330
125835;Rent quarter;624965;Vanessa;Vila Franca De Xira;Vila Franca de Xira;3.895.722;-900.264;Private room;50;1;0;;;1;365
125848;Historical Alfama-Pantheon Charming 1 bed flat;624278;Isabelle & Cesar;Lisboa;So Vicente;3.871.478;-91.241;Entire home/apt;50;3;143;18.10.2018;Jan 31;4;113
126646;"Room and balcony in house, overlooking the ""Tagus""";628095;Filipe;Lisboa;Penha de Frana;3.872.983;-913.183;Private room;29;1;261;18.07.2020;Mrz 19;3;75
130708;Private Room in City Center;643374;Jesse James;Lisboa;Arroios;3.871.806;-913.738;Private room;31;3;185;03.10.2019;Jan 54;2;312
130799;DAHOUSE SPORTS RESIDENCE / BEACH;643762;Dahouse;Cascais;Carcavelos e Parede;3.868.647;-932.989;Private room;66;6;15;02.08.2014;0.16;2;356
133645;A pleasure in Lisbon;656138;Juan;Lisboa;Santa Maria Maior;3.871.091;-913.251;Entire home/apt;45;2;262;21.06.2021;Feb 19;2;343
134438;The Oasis   Beautiful outside terrace and garden!;659768;Matt;Lisboa;So Vicente;3.871.841;-91.233;Entire home/apt;61;2;199;09.11.2020;Jan 93;2;234
135261;Lisbon City Center 2 Bedroom Apt;663233;Leo;Lisboa;Misericrdia;3.871.298;-914.541;Entire home/apt;59;7;230;16.03.2020;Feb 13;1;246
136433;Near Sintra. Near Lisbon.;667914;Pe;Sintra;Algueiro-Mem Martins;3.880.698;-934.995;Private room;40;1;0;;;1;365
137054;A pleasure in Lisbon 2;656138;Juan;Lisboa;Santa Maria Maior;3.871.236;-913.129;Entire home/apt;45;2;189;31.03.2020;Jan 70;2;360
137461;Atalaia apartment;218778;José;Lisboa;Misericrdia;3.871.413;-914.425;Entire home/apt;65;7;2;05.09.2012;0.02;5;258
138929;Regueira street Apartm 88 4floor Alfama - 28599/AL;677938;Diogo And Maria;Lisboa;Santa Maria Maior;3.871.231;-912.918;Entire home/apt;34;2;346;01.04.2021;Feb 89;1;264
140080;Apartments in Lisbon city center 1º;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;94;2;28;08.12.2014;0.25;8;249
141883;Gomes Freire Studio with Balcony;688914;Luis;Cascais;Cascais e Estoril;386.961;-942.215;Entire home/apt;101;2;30;18.08.2019;0.95;38;112
144396;Casa dos Sobreiros;699865;Fernando;Mafra;Venda do Pinheiro e Santo Estvo das Gals;3.887.536;-92.401;Private room;45;1;0;;;1;365
144851;Myplace-Lisbon Bairro Alto apart;701650;Mauro;Lisboa;Misericrdia;3.871.261;-914.456;Entire home/apt;90;1;78;17.11.2019;0.68;10;294
144955;Apartment near Avenida da Liberdade;702053;Carlos;Lisboa;Arroios;3.872.165;-914.079;Entire home/apt;48;3;8;02.03.2020;0.49;1;268
147738;Casa Castelo de S. Jorge;713828;Ana Paula;Lisboa;So Vicente;387.155;-913.203;Entire home/apt;133;2;14;17.03.2020;0.35;1;288
148344;Casa do Celeiro (architect/artist house);716185;Mary;Sintra;Colares;3.878.808;-945.999;Entire home/apt;130;3;40;17.03.2021;0.53;1;271
149274;Sunny 1BR - Av. D. Carlos I, Lisbon;676330;Margarida;Lisboa;Misericrdia;3.870.996;-915.206;Entire home/apt;30;2;113;05.04.2019;Jan 13;5;0
149589;Refuge at the Heart of the Castle!;721565;Ana;Lisboa;Santa Maria Maior;3.871.331;-913.314;Entire home/apt;69;1;129;12.03.2020;Jan 35;3;313
151327;Air conditioning - Very Central -  'Cats House';727771;Susana;Lisboa;Santa Maria Maior;3.871.227;-912.942;Entire home/apt;47;4;394;16.02.2020;Mrz 29;9;322
151909;FADO/SAUDADE LargeRoom/priv.WC for 2 Sintra area;731092;Teresa;Sintra;Rio de Mouro;3.875.831;-934.034;Private room;45;2;3;09.07.2017;0.06;4;365
154968;Tranquility in Principe Real.;739283;Andre;Lisboa;Misericrdia;3.871.232;-914.931;Entire home/apt;58;2;43;24.10.2017;0.36;1;54
155865;Great apartment in Lisbon!;749485;Ricardo;Lisboa;Alcntara;3.870.546;-917.579;Entire home/apt;65;2;142;05.06.2021;Jan 18;1;365
158255;Charming Apartment in Lisbon;743285;Antonio;Lisboa;Estrela;3.870.994;-915.442;Entire home/apt;350;31;2;28.12.2015;0.02;1;363
162533;Charm in the heart of Lisbon!;776635;Marisa;Lisboa;Santa Maria Maior;3.871.348;-913.569;Entire home/apt;63;3;25;25.11.2020;0.52;8;324
172248;Double room near airport + free Parking;507901;Ana E Lucien;Lisboa;Alvalade;3.874.736;-913.191;Private room;19;3;45;09.09.2013;0.41;6;279
172638;Duplex at old typical Lisbon - Alfama;823780;André;Lisboa;Santa Maria Maior;3.871.043;-913.087;Entire home/apt;79;2;392;10.12.2019;Mrz 50;2;255
174064;Spacious Lisbon Apartment-Central;830888;João;Lisboa;Misericrdia;3.871.421;-915.085;Entire home/apt;77;4;141;15.11.2018;Jan 47;1;0
174529;LISBON GREAT VIEW!;833952;Filipe;Lisboa;So Vicente;3.871.769;-913.331;Entire home/apt;78;4;87;06.08.2019;Jan 15;2;168
176153;The White House - Historical Center;842219;Inês & António;Lisboa;Misericrdia;3.870.781;-91.451;Entire home/apt;55;1;681;15.03.2020;Mai 72;2;226
178515;Meet Lisboa on your foot;753902;Bruno;Lisboa;Santa Maria Maior;3.871.133;-913.093;Entire home/apt;65;3;158;19.08.2019;Jan 90;6;314
178524;Duplex central Apt with river view;753902;Bruno;Lisboa;Santa Maria Maior;3.870.916;-913.222;Entire home/apt;85;3;250;13.03.2020;02. Okt;6;312
181107;Double bed room in Anjos-Graça;867993;Filipe;Lisboa;Arroios;3.872.355;-91.325;Private room;29;3;115;24.09.2019;Jan 20;2;365
181219;Golden Blue Studio;412702;Ana;Lisboa;Misericrdia;3.871.271;-915.025;Entire home/apt;45;2;30;27.07.2019;01. Sep;1;251
184888;Caravela - Torre Sao Rafael;887175;Tania;Lisboa;Parque das Naes;3.876.861;-909.669;Entire home/apt;118;90;15;21.09.2018;0.24;1;364
185126;CHIADO 4 - top location! heart of LISBOA;184400;Justostay;Lisboa;Santa Maria Maior;3.871.389;-914.166;Entire home/apt;50;30;17;28.06.2017;0.16;10;259
186996;Apartment Jasmim, in historic center;899179;Beco Do Jasmim;Lisboa;Santa Maria Maior;3.871.677;-913.359;Entire home/apt;43;4;69;07.04.2021;Jan 20;2;86
187442;Alfama Balcony: Awesome Tagus View!;901710;André, Ricardo & Luís;Lisboa;Santa Maria Maior;3.871.095;-913.192;Entire home/apt;77;1;391;06.06.2021;Mrz 46;2;340
189676;Santa Catarina - City / river views;915146;Pedro;Lisboa;Misericrdia;3.870.997;-914.864;Entire home/apt;94;6;224;08.09.2019;Jan 95;3;151
193321;Great sunny flat, historical center;515924;Joel;Lisboa;Santo Antnio;3.871.971;-914.339;Private room;25;10;23;27.08.2014;0.28;5;349
196619;COSY HOUSE;144484;Bruno;Lisboa;Penha de Frana;3.872.726;-912.117;Entire home/apt;65;1;0;;;2;0
198480;Ideal to work from home;;;;;;;;;;;;;;
199461;Romantic Apartment in the Old Town;914126;Martin;Lisboa;Santa Maria Maior;3.871.095;-913.673;Entire home/apt;95;2;94;06.06.2021;0.82;17;306
205532;LISBON chiado W  ELEVATOR & GARDEN - 227/AL;184400;Justostay;Lisboa;Santa Maria Maior;3.871.041;-913.928;Entire home/apt;130;3;13;06.08.2018;0.22;10;365
208683;Cozy central apartment with view;753902;Bruno;Lisboa;Santa Maria Maior;3.871.052;-913.365;Entire home/apt;60;3;124;25.09.2019;Jan 29;6;234
211614;Studio12 Monte Estoril, Cascais -Pool and tennis;758277;Margarida;Cascais;Cascais e Estoril;3.871.015;-940.746;Entire home/apt;60;3;51;05.04.2018;0.51;2;315
211616;Beguinhos: A balcony over Lisbon;1091599;Francisco;Lisboa;Santa Maria Maior;3.871.315;-912.715;Entire home/apt;75;3;185;04.03.2020;Jan 91;1;261
214729;Lisboa alojamento de curta duração;1108485;Maria;Lisboa;Alvalade;3.874.825;-91.459;Private room;30;4;27;30.06.2019;0.37;2;352
217187;Lisboa Popular;1121762;Silvia;Lisboa;Santa Maria Maior;3.871.225;-912.777;Entire home/apt;70;2;184;21.07.2018;Jan 70;2;295
217281;Room near the University of Lisbon;1108485;Maria;Lisboa;Alvalade;3.874.877;-91.478;Private room;22;5;1;22.12.2020;0.17;2;336
218584;Sea View  Apartment Almocageme, Sintra;1130719;Mario;Sintra;Colares;3.879.325;-947.854;Entire home/apt;80;5;20;18.07.2020;0.27;1;285
220830;CASA MAYA  - BEAUTIFUL STONE HOUSE;763034;Eduardo;Mafra;Igreja Nova e Cheleiros;3.888.991;-931.029;Entire home/apt;60;2;22;14.08.2018;0.30;5;333
220831;Casa do Pátio;763034;Eduardo;Mafra;Igreja Nova e Cheleiros;3.889.156;-931.059;Entire home/apt;120;2;8;01.01.2020;0.11;5;154
222942;Quarto com muita luz;1157493;Lígia;Lisboa;Arroios;3.873.124;-913.364;Private room;54;1;4;30.06.2017;0.10;1;365
229846;Alfama - Tiny penthouse  with a river view;624278;Isabelle & Cesar;Lisboa;So Vicente;3.871.478;-91.241;Entire home/apt;43;3;147;01.09.2019;Jan 61;4;357
231329;Doll house;1171644;Carla&Rodrigo;Cascais;Carcavelos e Parede;3.868.727;-933.687;Entire home/apt;45;3;103;29.09.2016;Jan 43;1;211
231385;Lisbon is Fado;1208572;Felipe;Lisboa;Areeiro;3.874.313;-913.985;Private room;35;1;43;17.09.2016;0.59;31;47
231468;Casa da Rita - ein besonderer Ort;1210169;Rita;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.880.669;-9.397.194;Entire home/apt;200;4;39;28.05.2019;0.45;1;279
234910;Central Cascais Great Terrace 5 px;1230207;Rita;Cascais;Cascais e Estoril;3.869.914;-941.998;Entire home/apt;85;3;87;28.05.2021;0.88;1;164
236138;Different apartment in Lisbon;1237805;Fátima;Lisboa;Misericrdia;3.871.331;-914.608;Entire home/apt;49;22;76;22.03.2020;0.78;1;166
236176;Great Penthouse Apartm with seaview;520870;Cila;Lisboa;So Vicente;3.871.975;-912.396;Entire home/apt;98;4;167;25.09.2019;Jan 69;2;294
239018;Sunny room in central Lisbon (double);1253359;Helena;Lisboa;Campolide;3.873.484;-915.902;Private room;37;2;291;12.10.2019;03. Mrz;2;357
239335;Casa Penafiel;1255095;Oliver;Lisboa;Santa Maria Maior;3.871.236;-913.497;Entire home/apt;135;3;27;03.12.2019;0.57;1;261
242363;Old fashioned little sweet house;1271952;Annis;Cascais;Alcabideche;3.872.138;-941.789;Private room;65;1;0;;;1;365
244494;Chiado Apartments Lisbon Views 5A;1282676;Paulo;Lisboa;Santa Maria Maior;3.871.094;-913.999;Entire home/apt;131;3;6;15.07.2019;0.05;9;0
248849;Sweet Apartment in Lisbon!!! :);495593;Joana;Lisboa;Penha de Frana;3.872.437;-913.032;Entire home/apt;40;2;295;28.10.2019;Mrz 49;1;302
249727;FAMILY HOUSE - DREAM SPOT - 2207/AL;1308681;Paulo;Sintra;Colares;3.883.981;-946.096;Entire home/apt;200;6;27;29.02.2020;0.28;1;114
250288;LISBON'S PERFECT LOCATION STUDIO;647439;Hugo;Lisboa;Santa Maria Maior;3.871.379;-913.521;Entire home/apt;45;7;411;21.05.2019;Mrz 52;3;279
250491;Super Location, near Rossio square. Beautiful and Comfortable with A/C.;1312785;Juan;Lisboa;Arroios;3.871.686;-914.014;Entire home/apt;85;3;33;29.10.2019;0.31;15;260
250526;Trendy apartment - historic center;1313374;Joana;Lisboa;Misericrdia;3.871.004;-915.209;Entire home/apt;63;2;177;14.03.2020;Jan 58;5;10
252744;Holiday House Lisbon, old town;1327000;Miguel/Mafalda;Lisboa;Misericrdia;3.871.149;-915.204;Entire home/apt;125;3;14;25.07.2013;0.20;1;199
254571;Lisbon Family Apart in BairroAlto - 5946/AL.;184400;Justostay;Lisboa;Santo Antnio;3.871.782;-914.873;Entire home/apt;300;3;85;02.09.2019;0.87;10;365
256093;Superb balcony over old Lisbon;1346663;João;Lisboa;Misericrdia;3.870.996;-915.237;Entire home/apt;69;3;319;21.02.2020;Mrz 35;1;167
256122;Apartment in the center of Lisbon;1346813;Luis;Lisboa;Santo Antnio;3.872.414;-914.371;Entire home/apt;65;4;15;06.10.2019;0.13;1;327
256917;Beach apartment in Ericeira;1351672;Filipa;Mafra;Ericeira;3.898.662;-941.609;Entire home/apt;70;3;155;09.10.2019;Jan 40;1;112
257480;Loft in Alfama with River View;152243043;Maria & Pedro;Lisboa;So Vicente;3.871.343;-912.557;Entire home/apt;67;3;325;02.10.2019;Feb 98;16;280
257560;Top Loft Alfama!! Historic Lisbon;1328660;Pedro;Lisboa;Santa Maria Maior;3.871.084;-912.822;Entire home/apt;74;4;233;05.11.2019;Feb 16;1;93
261733;Cosy, Central & FreeWiFi BairroAlto;1373142;Sara And Sergio;Lisboa;Misericrdia;3.871.165;-91.463;Entire home/apt;60;3;317;28.01.2020;Feb 93;1;289
262251;Apartment in the center of Lisbon;1375871;Augusto;Lisboa;Avenidas Novas;387.462;-915.094;Private room;65;1;0;;;1;0
262616;Central Lisbon with Private Garden;996180;Filipe;Lisboa;Santo Antnio;3.871.774;-915.487;Entire home/apt;85;3;51;11.10.2019;0.46;1;204
263399;Cosy Apartment in Lisbon 3 bedrooms;405842;Agylp;Lisboa;Campolide;3.872.729;-916.317;Entire home/apt;70;28;21;20.09.2017;0.22;4;16
266659;A private room in a charming place;1398359;Rodrigo;Lisboa;Misericrdia;3.871.257;-91.521;Private room;103;2;6;07.05.2017;0.12;1;364
267235;Apartment with garden in Lisbon;1039097;Diogo;Lisboa;Santo Antnio;387.225;-915.488;Entire home/apt;57;3;77;03.03.2019;0.91;8;45
270591;Spacious and family friendly villa at Lisbon coast;1416570;Iveta;Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;3.910.812;-923.511;Entire home/apt;217;3;22;13.06.2021;0.31;1;309
271430;Luxury in best quarter free parking;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.291;-914.234;Entire home/apt;119;2;89;11.11.2019;0.84;13;159
272438;Modern decor in best neighbourhood;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.291;-914.234;Entire home/apt;88;2;70;09.09.2019;0.66;13;170
273835;Challet Joset I Old Fashioned House;1432350;Samantha;Cascais;Carcavelos e Parede;3.869.219;-935.887;Entire home/apt;85;3;21;13.08.2019;0.23;3;93
275671;Baixa Lisboa: Wake up like a local!;1440999;Citygarden;Lisboa;Santa Maria Maior;3.870.854;-913.798;Entire home/apt;61;2;42;19.10.2016;0.42;3;349
276795;superb duplex with amazing terrace;1445970;Laurent;Lisboa;Misericrdia;3.871.061;-914.327;Entire home/apt;160;3;104;02.01.2020;Jan 31;1;257
278413;1BR Apartament - Downtown Lisbon - Chiado;1440999;Citygarden;Lisboa;Santa Maria Maior;387.141;-914.113;Entire home/apt;58;2;38;26.06.2016;0.38;3;350
279549;3 Bedrooms, 3 bathrooms and terrace - Chiado;1457564;Ines;Lisboa;Misericrdia;3.871.001;-914.374;Entire home/apt;146;3;216;03.06.2021;02. Jan;2;327
281407;BERNARDIM BROWN IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.621;-914.318;Entire home/apt;180;3;2;03.07.2017;0.04;10;365
281639;Lovely Traditional Portuguese Home;1468017;Isabel;Lisboa;Ajuda;3.870.494;-920.111;Private room;46;2;55;04.06.2018;0.63;1;295
286706;BERNARDIM GREY IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.486;-914.329;Entire home/apt;120;3;9;04.01.2017;0.11;10;365
290912;Private room for 1 or 2 guests in shared apartment;1489229;João;Lisboa;Campolide;3.872.841;-91.667;Private room;15;2;39;15.06.2016;0.39;1;344
291676;BAIRRO ALTO APARTMENT in Lisbon 3º;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;53;2;8;16.07.2018;0.08;8;333
295749;Chiado DLux Comfort 3BR By Architecture TOTE SER;372159762;Be Our Guest;Lisboa;Misericrdia;3.871.277;-914.402;Entire home/apt;149;2;35;01.03.2020;0.42;9;36
297131;Lovely Apartment close to the sea;1532497;Maria;Cascais;Cascais e Estoril;3.869.901;-94.398;Entire home/apt;82;3;35;30.09.2018;0.35;1;365
297857;Chiado Superior 1 BR By Architecture TOTE SER;372159762;Be Our Guest;Lisboa;Santa Maria Maior;3.871.186;-913.987;Entire home/apt;87;1;6;24.09.2018;0.07;9;74
299321;Central Apartment & 360º Terrace;9416641;Sandra & Sofia;Lisboa;Santo Antnio;387.213;-914.437;Entire home/apt;72;3;549;29.11.2019;Mai 23;4;259
301264;200yrs apart. - Balcony and WIFI! 2;1552056;Maria Simone;Lisboa;Arroios;3.872.199;-914.002;Entire home/apt;67;2;75;28.08.2019;0.71;7;242
301871;Heart of Lisbon: varanda and  A/C;1552056;Maria Simone;Lisboa;Santo Antnio;3.872.419;-91.474;Entire home/apt;79;3;82;26.11.2019;0.78;7;257
303692;200yr Duplex Apartment beside garden with lake;1552056;Maria Simone;Lisboa;Arroios;3.872.138;-913.945;Entire home/apt;59;1;118;12.10.2019;Jan 23;7;152
304025;In Lisboa center - small and cozy - 4th floor;682628;Paulo Eduardo;Lisboa;Misericrdia;3.871.308;-914.514;Entire home/apt;49;2;19;24.07.2016;0.18;8;185
304902;Apartamento BAIRRO ALTO 2-2º;136230;David;Lisboa;Misericrdia;3.871.099;-914.958;Entire home/apt;60;1;118;06.02.2019;01. Nov;11;0
306191;Bairro Alto Cute Apartment, Central;1574678;Tiago;Lisboa;Misericrdia;3.871.279;-914.503;Entire home/apt;61;3;408;14.03.2020;Mrz 97;1;327
307666;Confortable & contemporary - Expo;1582924;Jorge;Lisboa;Parque das Naes;387.787;-909.634;Entire home/apt;74;3;10;16.10.2018;0.11;1;293
307683;Alfama,Lisbon--Window of the World;727771;Susana;Lisboa;Santa Maria Maior;3.871.143;-912.778;Entire home/apt;50;3;294;02.01.2020;Feb 59;9;299
308287;Hera Design Lisbon Apartment - Big Terrace;1496930;Rita;Lisboa;Misericrdia;3.871.018;-914.879;Entire home/apt;123;2;128;08.03.2020;Jan 43;1;3
311031;Central Alfama - Sé de Lisboa III;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.219;-912.739;Entire home/apt;90;3;0;;;3;365
311040;até 4 p Alfama - Sé de Lisboa I;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.235;-91.275;Entire home/apt;85;3;1;10.04.2017;0.02;3;365
311047;Central - Alfama - Sé de Lisboa II;1599678;Patrícia;Lisboa;Santa Maria Maior;3.871.252;-912.911;Entire home/apt;57;2;3;19.06.2016;0.04;3;357
312025;Galery Room - Quarto Galeria;700998;Iolanda;Lisboa;So Vicente;3.871.816;-911.982;Private room;40;2;0;;;1;365
320603;Luxury flat with astonishing views;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.293;-914.228;Entire home/apt;135;2;20;30.12.2019;0.27;13;3
322250;THE LEMON HOUSE 5min fromtheocean;1650383;Simona;Cascais;Cascais e Estoril;3.870.492;-939.986;Entire home/apt;90;3;109;05.02.2021;Jan 31;2;203
322284;LISBON HISTORICAL CITY CENTER APART;1650507;Jp;Lisboa;Santa Maria Maior;3.870.989;-913.637;Entire home/apt;77;3;238;15.05.2021;Feb 14;1;119
324364;Da Silva Surfcamp Areia Branca;1659960;Daniel;Lourinh;Lourinh e Atalaia;3.927.423;-931.898;Entire home/apt;500;3;6;24.08.2018;0.12;36;74
327792;Quartier Super! centre ville la beauté...;1664323;Anny;Lisboa;Arroios;3.873.475;-9.144;Private room;26;5;49;20.04.2019;0.59;4;364
333311;Among Historic Neighborhoods;1695029;Gonçalo;Lisboa;So Vicente;3.871.633;-913.107;Entire home/apt;70;3;347;07.11.2019;03. Jul;5;0
335344;Bairro Alto Very Nice Apartment ! (90 m2);1707481;Patrícia;Lisboa;Misericrdia;3.871.386;-914.483;Entire home/apt;75;3;142;16.09.2019;Jan 33;1;321
336832;Myplace-Lisbon Alfama River View;701650;Mauro;Lisboa;Santa Maria Maior;3.871.248;-912.961;Entire home/apt;80;1;151;12.03.2020;02. Mrz;10;231
339926;Guincho Villa with Pool & sea view near Lisbon;1719603;Jens;Cascais;Alcabideche;3.875.573;-944.097;Entire home/apt;428;7;0;;;4;92
344035;Quiet flat in middle Bairro Alto;1730158;Aida;Lisboa;Misericrdia;3.871.112;-914.799;Entire home/apt;70;3;43;17.06.2018;0.66;1;117
349459;S. Lourenço Street / Lisbon Center;1770472;André;Lisboa;Santa Maria Maior;3.871.418;-913.572;Entire home/apt;61;3;99;15.04.2019;01. Nov;1;142
349971;BERNARDIM BEIGE IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.659;-914.522;Entire home/apt;200;3;5;01.11.2017;0.09;10;172
349974;BERNARDIM BLUE  IN CENTRAL LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.488;-914.511;Entire home/apt;170;3;5;04.07.2017;0.05;10;365
349975;BERNARDIM WHITE  IN LISBON;1466881;Victor;Lisboa;Santo Antnio;3.872.541;-914.519;Entire home/apt;100;3;4;05.12.2019;0.12;10;365
351289;Casa de Pedra - CASAS DA MARIA;1779418;Teresa;Lourinh;Reguengo Grande;3.928.927;-921.705;Entire home/apt;80;5;67;04.08.2013;0.70;1;323
354431;Casa da Saudade - Praça das Flores;1794425;Carlos;Lisboa;Misericrdia;3.871.446;-915.179;Entire home/apt;91;3;156;18.07.2019;Jan 40;2;359
362009;VISIT LISBON;1829625;Ivone;Oeiras;Barcarena;3.873.535;-92.796;Private room;100;30;0;;;1;358
364652;Cozy&Walking distance to everything;1836346;Mafalda;Lisboa;Arroios;3.871.817;-91.394;Entire home/apt;80;4;229;13.06.2019;Feb 66;1;142
369360;Heart of Lisbon! Beautiful room!;1593947;Nuno;Lisboa;Santo Antnio;3.871.665;-914.627;Private room;30;2;181;09.06.2019;Feb 36;12;19
379156;Apartment in Historic  Building;1039097;Diogo;Lisboa;Estrela;3.870.498;-917.156;Entire home/apt;36;3;9;25.09.2018;0.13;8;311
385235;Central/Stylish 1bed Principe Real;1928060;China;Lisboa;Misericrdia;3.871.535;-915.119;Entire home/apt;80;2;55;16.01.2018;0.52;2;0
